text,category
Minyak zaitun mengalami telah lewat expired date 3 hari saat in cooler cabinet. Harus wajib segera dibuang sesuai SOP,EXPIRED
Ikan salmon berubah warna kehijauan di dry storage - direject oleh kitchen manager,SPOILED
Rice pilaf mengalami keras sekali terlalu overdone saat dari kompor main stove. Harus direject oleh kitchen manager,OVERCOOKED
Ayam segar berlendir kekuningan di counter prep station - harus dibuatkan waste log entry,SPOILED
Chicken stock over-prepared untuk service prepped but unserved - direject oleh kitchen manager,SURPLUS
" Grilled chicken breast tidak tersentuh customer in holding warmer, harus dibuatkan waste log entry",SURPLUS
"laporan staff shift: Batang asparagus excessive peeling waste pada cutting board, direject oleh kitchen manager",PREP_WASTE
"laporan staff shift: Soup tomato jatuh ke lantai langsung di plating area, wajib segera dibuang sesuai SOP",CONTAMINATED
Potongan wortel mengalami over-trimmed during prep saat di sink area. Harus wajib segera dibuang sesuai SOP,PREP_WASTE
" Minyak zaitun telah lewat expired date 3 hari di refrigerated section, direject oleh kitchen manager",EXPIRED
Chicken stock kondisi tidak tersentuh customer prepped but unserved harus dibuatkan waste log entry.,SURPLUS
Ayam grilled kondisi kekuatan tekstur berubah keras dari kompor main stove wajib segera dibuang sesuai SOP.,OVERCOOKED
Ikan cod fillet kondisi kekuatan tekstur berubah keras dari deep fryer disposal required immediately.,OVERCOOKED
" Ikan salmon berlendir keputihan di chiller utama, wajib segera dibuang sesuai SOP",SPOILED
Salad Caesar kondisi tersentuh paper towel kotor di service counter harus dibuatkan waste log entry.,CONTAMINATED
Laporan: Keju cheddar ditemukan sudah melewati MHD 2 minggu di di dry goods shelf. harus dibuatkan waste log entry,EXPIRED
Minyak zaitun kondisi expired date hari ini pada cold storage rack direject oleh kitchen manager.,EXPIRED
Grilled chicken breast mengalami over-prepared untuk service saat end of dinner service. Harus noted dalam daily waste report,SURPLUS
" Sayuran brokoli hangus kehitaman grilled on BBQ, harus dibuatkan waste log entry",OVERCOOKED
Ranting parsley mengalami terbuang saat pemotongan saat di sink area. Harus harus dibuatkan waste log entry,PREP_WASTE
Salad Caesar jatuh ke lantai langsung at garnish station - wajib segera dibuang sesuai SOP,CONTAMINATED
Laporan: Ikan cod fillet ditemukan kering berlebihan terlalu hard di grilled on BBQ. noted dalam daily waste report,OVERCOOKED
Sandwich club jatuh ke lantai langsung di service counter - harus dibuatkan waste log entry,CONTAMINATED
"catatan chef: Ayam grilled kekuatan tekstur berubah keras dari kompor main stove, wajib segera dibuang sesuai SOP",OVERCOOKED
Laporan: Potongan wortel ditemukan terbuang saat pemotongan di during vegetable prep. harus dibuatkan waste log entry,PREP_WASTE
Noodle dish kondisi jatuh ke lantai langsung di plating area noted dalam daily waste report.,CONTAMINATED
" Noodle dish tersentuh paper towel kotor at garnish station, wajib segera dibuang sesuai SOP",CONTAMINATED
" Ikan cod fillet kekuatan tekstur berubah keras setelah oven baking, wajib segera dibuang sesuai SOP",OVERCOOKED
Laporan: Ujung daun bawang ditemukan terbuang saat pemotongan di di sink area. wajib segera dibuang sesuai SOP,PREP_WASTE
Kentang goreng mengalami kekuatan tekstur berubah keras saat setelah oven baking. Harus noted dalam daily waste report,OVERCOOKED
Ikan cod fillet kondisi hangus kehitaman grilled on BBQ direject oleh kitchen manager.,OVERCOOKED
Laporan: Mayonaise ditemukan expired date terlampaui di in cooler cabinet. wajib segera dibuang sesuai SOP,EXPIRED
Noodle dish mengalami tersentuh paper towel kotor saat at garnish station. Harus wajib segera dibuang sesuai SOP,CONTAMINATED
Laporan: Noodle dish ditemukan terkontaminasi hair di at garnish station. disposal required immediately,CONTAMINATED
Portion rice mengalami over-prepared untuk service saat in holding warmer. Harus direject oleh kitchen manager,SURPLUS
Mayonaise expired date terlampaui pada cold storage rack - harus dibuatkan waste log entry,EXPIRED
Minyak zaitun kondisi expired date terlampaui di refrigerated section harus dibuatkan waste log entry.,EXPIRED
Mayonaise expired date terlampaui di refrigerated section - disposal required immediately,EXPIRED
Laporan: Daging sapi cincang ditemukan berlendir kekuningan di di chiller utama. disposal required immediately,SPOILED
Ikan salmon kondisi berlendir keputihan di dry storage disposal required immediately.,SPOILED
Laporan: Batang seledri ditemukan sisa trimming yang banyak di pada cutting board. disposal required immediately,PREP_WASTE
Steamed broccoli kondisi tidak terjual hari ini prepped but unserved harus dibuatkan waste log entry.,SURPLUS
Ketchup kondisi sudah melewati MHD 2 minggu di refrigerated section disposal required immediately.,EXPIRED
Daging sapi cincang kondisi berlendir keputihan dalam freezer harus dibuatkan waste log entry.,SPOILED
Kulit kentang kondisi terbuang saat pemotongan pada cutting board disposal required immediately.,PREP_WASTE
"laporan staff shift: Batang seledri terbuang saat pemotongan during vegetable prep, noted dalam daily waste report",PREP_WASTE
Ikan salmon kondisi berlendir kekuningan dalam freezer harus dibuatkan waste log entry.,SPOILED
Ayam segar mengalami berlendir keputihan saat dalam freezer. Harus noted dalam daily waste report,SPOILED
Soup tomato mengalami tersentuh paper towel kotor saat at garnish station. Harus disposal required immediately,CONTAMINATED
Ikan cod fillet kering berlebihan terlalu hard dari deep fryer - harus dibuatkan waste log entry,OVERCOOKED
"kondisi aktual: Keju cheddar expired date terlampaui pada cold storage rack, harus dibuatkan waste log entry",EXPIRED
"kondisi aktual: Steamed broccoli excess production batch after lunch rush, direject oleh kitchen manager",SURPLUS
Salad Caesar tercampur cleaning chemical spray di plating area - harus dibuatkan waste log entry,CONTAMINATED
Laporan: Minyak zaitun ditemukan terlewat 1 minggu dari expiry di pada cold storage rack. harus dibuatkan waste log entry,EXPIRED
Laporan: Tahu segar ditemukan berubah warna kehijauan di di chiller utama. wajib segera dibuang sesuai SOP,SPOILED
Sayuran brokoli kondisi kering berlebihan terlalu hard grilled on BBQ harus dibuatkan waste log entry.,OVERCOOKED
Keju cheddar expired date terlampaui pada cold storage rack - harus dibuatkan waste log entry,EXPIRED
Grilled chicken breast mengalami leftover setelah shift saat prepped but unserved. Harus noted dalam daily waste report,SURPLUS
Laporan: Ikan salmon ditemukan berbau busuk tidak sedap di di chiller utama. direject oleh kitchen manager,SPOILED
Steamed broccoli mengalami over-prepared untuk service saat in holding warmer. Harus noted dalam daily waste report,SURPLUS
"inspeksi menemukan Fresh fruit salad leftover setelah shift end of dinner service, disposal required immediately",SURPLUS
Sandwich club mengalami tersentuh paper towel kotor saat during food assembly. Harus wajib segera dibuang sesuai SOP,CONTAMINATED
"kondisi aktual: Mayonaise expired date terlampaui di refrigerated section, harus dibuatkan waste log entry",EXPIRED
Ujung daun bawang kondisi excessive peeling waste during vegetable prep harus dibuatkan waste log entry.,PREP_WASTE
"inspeksi menemukan Ikan cod fillet kering berlebihan terlalu hard dari kompor main stove, wajib segera dibuang sesuai SOP",OVERCOOKED
"inspeksi menemukan Kentang goreng keras sekali terlalu overdone dari kompor main stove, wajib segera dibuang sesuai SOP",OVERCOOKED
Soup tomato kondisi tersentuh paper towel kotor di plating area wajib segera dibuang sesuai SOP.,CONTAMINATED
Sandwich club kondisi tersentuh oleh hands bare di plating area disposal required immediately.,CONTAMINATED
Grilled chicken breast kondisi excess production batch end of dinner service direject oleh kitchen manager.,SURPLUS
Soup tomato kondisi tersentuh oleh hands bare di plating area wajib segera dibuang sesuai SOP.,CONTAMINATED
Steak sapi ribeye kondisi terlalu gosong kecoklatan setelah oven baking disposal required immediately.,OVERCOOKED
Grilled chicken breast mengalami over-prepared untuk service saat in holding warmer. Harus harus dibuatkan waste log entry,SURPLUS
"laporan staff shift: Ranting parsley sisa trimming yang banyak during vegetable prep, wajib segera dibuang sesuai SOP",PREP_WASTE
Ayam segar berlendir kekuningan di rak pantry - disposal required immediately,SPOILED
"inspeksi menemukan Chicken stock tidak tersentuh customer after lunch rush, direject oleh kitchen manager",SURPLUS
Telur ayam mengalami berjamur hijau kebiruan saat dalam freezer. Harus wajib segera dibuang sesuai SOP,SPOILED
Sandwich club tersentuh paper towel kotor di plating area - disposal required immediately,CONTAMINATED
"kondisi aktual: Soup tomato jatuh ke lantai langsung di service counter, wajib segera dibuang sesuai SOP",CONTAMINATED
Noodle dish mengalami tercampur cleaning chemical spray saat di plating area. Harus noted dalam daily waste report,CONTAMINATED
Steamed broccoli mengalami excess production batch saat after lunch rush. Harus wajib segera dibuang sesuai SOP,SURPLUS
Minyak zaitun terlewat 1 minggu dari expiry in cooler cabinet - disposal required immediately,EXPIRED
Laporan: Sandwich club ditemukan terkontaminasi hair di during food assembly. noted dalam daily waste report,CONTAMINATED
Ketchup kondisi telah lewat expired date 3 hari di refrigerated section direject oleh kitchen manager.,EXPIRED
"inspeksi menemukan Rice bowl tersentuh oleh hands bare during food assembly, disposal required immediately",CONTAMINATED
Laporan: Ikan cod fillet ditemukan keras sekali terlalu overdone di setelah oven baking. wajib segera dibuang sesuai SOP,OVERCOOKED
"catatan chef: Susu cream terlewat 1 minggu dari expiry in cooler cabinet, wajib segera dibuang sesuai SOP",EXPIRED
Rice bowl tercampur cleaning chemical spray di plating area - wajib segera dibuang sesuai SOP,CONTAMINATED
Laporan: Saus tiram ditemukan expired date hari ini di in cooler cabinet. noted dalam daily waste report,EXPIRED
"inspeksi menemukan Noodle dish tersentuh oleh hands bare di plating area, wajib segera dibuang sesuai SOP",CONTAMINATED
Laporan: Kulit kentang ditemukan bagian tak terpakai dari prep di pada cutting board. direject oleh kitchen manager,PREP_WASTE
Steak sapi ribeye kekuatan tekstur berubah keras dari deep fryer - direject oleh kitchen manager,OVERCOOKED
Sayuran brokoli kondisi terlalu gosong kecoklatan grilled on BBQ harus dibuatkan waste log entry.,OVERCOOKED
Laporan: Ujung daun bawang ditemukan sisa trimming yang banyak di pada cutting board. direject oleh kitchen manager,PREP_WASTE
Laporan: Steamed broccoli ditemukan over-prepared untuk service di in holding warmer. harus dibuatkan waste log entry,SURPLUS
Soup tomato kondisi tersentuh oleh hands bare at garnish station direject oleh kitchen manager.,CONTAMINATED
"catatan chef: Batang asparagus terbuang saat pemotongan di prep station, noted dalam daily waste report",PREP_WASTE
Kulit kentang mengalami over-trimmed during prep saat pada cutting board. Harus direject oleh kitchen manager,PREP_WASTE
Laporan: Chicken stock ditemukan excess production batch di end of dinner service. disposal required immediately,SURPLUS
Ikan cod fillet mengalami keras sekali terlalu overdone saat dari deep fryer. Harus noted dalam daily waste report,OVERCOOKED
Tahu segar berbau busuk tidak sedap di chiller utama - direject oleh kitchen manager,SPOILED
Laporan: Batang asparagus ditemukan excessive peeling waste di di prep station. disposal required immediately,PREP_WASTE
"kondisi aktual: Ayam grilled keras sekali terlalu overdone dari deep fryer, wajib segera dibuang sesuai SOP",OVERCOOKED
Salad Caesar terkontaminasi hair at garnish station - direject oleh kitchen manager,CONTAMINATED
Sayuran brokoli kondisi hangus kehitaman dari deep fryer noted dalam daily waste report.,OVERCOOKED
Rice bowl kondisi tersentuh oleh hands bare at garnish station harus dibuatkan waste log entry.,CONTAMINATED
Steak sapi ribeye hangus kehitaman grilled on BBQ - noted dalam daily waste report,OVERCOOKED
Keju cheddar mengalami expired date hari ini saat pada cold storage rack. Harus wajib segera dibuang sesuai SOP,EXPIRED
Ikan cod fillet kondisi terlalu gosong kecoklatan dari kompor main stove disposal required immediately.,OVERCOOKED
Tahu segar kondisi berlendir keputihan dalam freezer harus dibuatkan waste log entry.,SPOILED
Portion rice kondisi over-prepared untuk service after lunch rush harus dibuatkan waste log entry.,SURPLUS
Laporan: Minyak zaitun ditemukan telah lewat expired date 3 hari di pada cold storage rack. disposal required immediately,EXPIRED
"catatan chef: Kentang goreng terlalu gosong kecoklatan grilled on BBQ, harus dibuatkan waste log entry",OVERCOOKED
Ayam segar berbau busuk tidak sedap di chiller utama - disposal required immediately,SPOILED
"catatan chef: Grilled chicken breast over-prepared untuk service prepped but unserved, harus dibuatkan waste log entry",SURPLUS
Telur ayam mengalami berjamur hijau kebiruan saat di chiller utama. Harus wajib segera dibuang sesuai SOP,SPOILED
Sandwich club tersentuh oleh hands bare di plating area - noted dalam daily waste report,CONTAMINATED
Noodle dish kondisi terkontaminasi hair di plating area noted dalam daily waste report.,CONTAMINATED
"inspeksi menemukan Ikan salmon berjamur hijau kebiruan di chiller utama, wajib segera dibuang sesuai SOP",SPOILED
Rice bowl mengalami tersentuh oleh hands bare saat di service counter. Harus direject oleh kitchen manager,CONTAMINATED
Salad Caesar terkontaminasi hair during food assembly - harus dibuatkan waste log entry,CONTAMINATED
Saus tiram kondisi terlewat 1 minggu dari expiry di dry goods shelf direject oleh kitchen manager.,EXPIRED
" Ikan cod fillet hangus kehitaman setelah oven baking, wajib segera dibuang sesuai SOP",OVERCOOKED
Laporan: Kulit kentang ditemukan excessive peeling waste di during vegetable prep. disposal required immediately,PREP_WASTE
"catatan chef: Rice pilaf terlalu gosong kecoklatan grilled on BBQ, harus dibuatkan waste log entry",OVERCOOKED
" Grilled chicken breast over-prepared untuk service end of dinner service, harus dibuatkan waste log entry",SURPLUS
Steak sapi ribeye kering berlebihan terlalu hard grilled on BBQ - harus dibuatkan waste log entry,OVERCOOKED
Ujung daun bawang kondisi bagian tak terpakai dari prep di sink area harus dibuatkan waste log entry.,PREP_WASTE
Laporan: Kentang goreng ditemukan terlalu gosong kecoklatan di grilled on BBQ. wajib segera dibuang sesuai SOP,OVERCOOKED
Steamed broccoli kondisi excess production batch end of dinner service harus dibuatkan waste log entry.,SURPLUS
Laporan: Ikan salmon ditemukan berlendir kekuningan di di rak pantry. wajib segera dibuang sesuai SOP,SPOILED
"laporan staff shift: Chicken stock leftover setelah shift in holding warmer, disposal required immediately",SURPLUS
"catatan chef: Batang asparagus excessive peeling waste di sink area, disposal required immediately",PREP_WASTE
Ketchup expired date terlampaui in cooler cabinet - harus dibuatkan waste log entry,EXPIRED
Keju cheddar mengalami terlewat 1 minggu dari expiry saat di dry goods shelf. Harus direject oleh kitchen manager,EXPIRED
Ayam segar mengalami berlendir keputihan saat di dry storage. Harus harus dibuatkan waste log entry,SPOILED
"inspeksi menemukan Kulit kentang sisa trimming yang banyak di prep station, noted dalam daily waste report",PREP_WASTE
Laporan: Ketchup ditemukan expired date hari ini di pada cold storage rack. disposal required immediately,EXPIRED
Portion rice tidak terjual hari ini after lunch rush - wajib segera dibuang sesuai SOP,SURPLUS
" Daging sapi cincang berubah warna kehijauan di chiller utama, disposal required immediately",SPOILED
"inspeksi menemukan Steamed broccoli tidak tersentuh customer end of dinner service, wajib segera dibuang sesuai SOP",SURPLUS
Laporan: Grilled chicken breast ditemukan tidak terjual hari ini di prepped but unserved. noted dalam daily waste report,SURPLUS
"inspeksi menemukan Steak sapi ribeye kekuatan tekstur berubah keras grilled on BBQ, direject oleh kitchen manager",OVERCOOKED
Batang seledri mengalami bagian tak terpakai dari prep saat during vegetable prep. Harus wajib segera dibuang sesuai SOP,PREP_WASTE
"inspeksi menemukan Sayuran brokoli terlalu gosong kecoklatan dari deep fryer, harus dibuatkan waste log entry",OVERCOOKED
"catatan chef: Batang asparagus terbuang saat pemotongan di sink area, wajib segera dibuang sesuai SOP",PREP_WASTE
Laporan: Ranting parsley ditemukan over-trimmed during prep di pada cutting board. direject oleh kitchen manager,PREP_WASTE
Keju cheddar mengalami terlewat 1 minggu dari expiry saat in cooler cabinet. Harus disposal required immediately,EXPIRED
"inspeksi menemukan Ketchup telah lewat expired date 3 hari di dry goods shelf, wajib segera dibuang sesuai SOP",EXPIRED
Portion rice excess production batch end of dinner service - noted dalam daily waste report,SURPLUS
Laporan: Ikan salmon ditemukan berubah warna kehijauan di dalam freezer. wajib segera dibuang sesuai SOP,SPOILED
"inspeksi menemukan Kentang goreng kekuatan tekstur berubah keras dari kompor main stove, disposal required immediately",OVERCOOKED
Portion rice excess production batch end of dinner service - direject oleh kitchen manager,SURPLUS
Noodle dish jatuh ke lantai langsung during food assembly - direject oleh kitchen manager,CONTAMINATED
Ayam grilled kekuatan tekstur berubah keras grilled on BBQ - direject oleh kitchen manager,OVERCOOKED
Rice bowl tersentuh oleh hands bare during food assembly - noted dalam daily waste report,CONTAMINATED
Salad Caesar mengalami terkontaminasi hair saat di plating area. Harus disposal required immediately,CONTAMINATED
Ayam grilled kondisi kekuatan tekstur berubah keras dari kompor main stove direject oleh kitchen manager.,OVERCOOKED
Sandwich club mengalami tersentuh paper towel kotor saat during food assembly. Harus noted dalam daily waste report,CONTAMINATED
Salad Caesar tersentuh oleh hands bare during food assembly - wajib segera dibuang sesuai SOP,CONTAMINATED
Susu cream kondisi expired date hari ini di dry goods shelf harus dibuatkan waste log entry.,EXPIRED
Soup tomato mengalami terkontaminasi hair saat di service counter. Harus harus dibuatkan waste log entry,CONTAMINATED
Ikan cod fillet hangus kehitaman setelah oven baking - disposal required immediately,OVERCOOKED
"inspeksi menemukan Steak sapi ribeye kering berlebihan terlalu hard dari kompor main stove, wajib segera dibuang sesuai SOP",OVERCOOKED
Rice bowl terkontaminasi hair at garnish station - noted dalam daily waste report,CONTAMINATED
Kulit kentang mengalami sisa trimming yang banyak saat during vegetable prep. Harus noted dalam daily waste report,PREP_WASTE
Tahu segar mengalami berbau busuk tidak sedap saat di dry storage. Harus wajib segera dibuang sesuai SOP,SPOILED
Laporan: Batang seledri ditemukan terbuang saat pemotongan di during vegetable prep. harus dibuatkan waste log entry,PREP_WASTE
Laporan: Kulit kentang ditemukan over-trimmed during prep di during vegetable prep. disposal required immediately,PREP_WASTE
Telur ayam mengalami berbau busuk tidak sedap saat di chiller utama. Harus direject oleh kitchen manager,SPOILED
Laporan: Sandwich club ditemukan tersentuh oleh hands bare di di plating area. direject oleh kitchen manager,CONTAMINATED
"catatan chef: Grilled chicken breast excess production batch end of dinner service, wajib segera dibuang sesuai SOP",SURPLUS
"inspeksi menemukan Saus tiram expired date hari ini di dry goods shelf, direject oleh kitchen manager",EXPIRED
"kondisi aktual: Ayam segar berjamur hijau kebiruan di dry storage, noted dalam daily waste report",SPOILED
Rice bowl mengalami tersentuh oleh hands bare saat at garnish station. Harus direject oleh kitchen manager,CONTAMINATED
" Ikan salmon berubah warna kehijauan di counter prep station, direject oleh kitchen manager",SPOILED
Laporan: Daging sapi cincang ditemukan berubah warna kehijauan di di counter prep station. disposal required immediately,SPOILED
Steamed broccoli mengalami leftover setelah shift saat prepped but unserved. Harus noted dalam daily waste report,SURPLUS
"catatan chef: Rice pilaf terlalu gosong kecoklatan dari deep fryer, harus dibuatkan waste log entry",OVERCOOKED
Batang seledri kondisi sisa trimming yang banyak di sink area harus dibuatkan waste log entry.,PREP_WASTE
Tahu segar mengalami berubah warna kehijauan saat di dry storage. Harus direject oleh kitchen manager,SPOILED
Chicken stock kondisi tidak terjual hari ini end of dinner service harus dibuatkan waste log entry.,SURPLUS
"inspeksi menemukan Soup tomato jatuh ke lantai langsung during food assembly, direject oleh kitchen manager",CONTAMINATED
Tahu segar mengalami berlendir kekuningan saat di counter prep station. Harus direject oleh kitchen manager,SPOILED
"catatan chef: Minyak zaitun terlewat 1 minggu dari expiry di refrigerated section, harus dibuatkan waste log entry",EXPIRED
Soup tomato terkontaminasi hair during food assembly - wajib segera dibuang sesuai SOP,CONTAMINATED
"kondisi aktual: Ikan salmon berlendir kekuningan dalam freezer, disposal required immediately",SPOILED
Noodle dish kondisi tersentuh oleh hands bare di service counter disposal required immediately.,CONTAMINATED
Minyak zaitun sudah melewati MHD 2 minggu di refrigerated section - noted dalam daily waste report,EXPIRED
Laporan: Soup tomato ditemukan terkontaminasi hair di during food assembly. harus dibuatkan waste log entry,CONTAMINATED
Rice bowl mengalami jatuh ke lantai langsung saat di plating area. Harus direject oleh kitchen manager,CONTAMINATED
Tahu segar mengalami berlendir kekuningan saat di dry storage. Harus direject oleh kitchen manager,SPOILED
Rice pilaf kekuatan tekstur berubah keras setelah oven baking - noted dalam daily waste report,OVERCOOKED
"kondisi aktual: Steamed broccoli tidak tersentuh customer in holding warmer, disposal required immediately",SURPLUS
Tahu segar mengalami berlendir kekuningan saat dalam freezer. Harus harus dibuatkan waste log entry,SPOILED
"laporan staff shift: Kulit kentang excessive peeling waste di prep station, noted dalam daily waste report",PREP_WASTE
Laporan: Keju cheddar ditemukan expired date hari ini di di dry goods shelf. harus dibuatkan waste log entry,EXPIRED
"inspeksi menemukan Mayonaise expired date hari ini di dry goods shelf, harus dibuatkan waste log entry",EXPIRED
Ikan cod fillet kekuatan tekstur berubah keras dari kompor main stove - wajib segera dibuang sesuai SOP,OVERCOOKED
"kondisi aktual: Soup tomato jatuh ke lantai langsung at garnish station, harus dibuatkan waste log entry",CONTAMINATED
Sandwich club terkontaminasi hair during food assembly - harus dibuatkan waste log entry,CONTAMINATED
Laporan: Keju cheddar ditemukan telah lewat expired date 3 hari di pada cold storage rack. wajib segera dibuang sesuai SOP,EXPIRED
Telur ayam mengalami berlendir kekuningan saat di chiller utama. Harus noted dalam daily waste report,SPOILED
" Keju cheddar terlewat 1 minggu dari expiry di refrigerated section, noted dalam daily waste report",EXPIRED
Telur ayam kondisi berubah warna kehijauan dalam freezer wajib segera dibuang sesuai SOP.,SPOILED
Laporan: Ikan salmon ditemukan berlendir kekuningan di di counter prep station. direject oleh kitchen manager,SPOILED
" Ketchup telah lewat expired date 3 hari pada cold storage rack, wajib segera dibuang sesuai SOP",EXPIRED
Laporan: Ikan salmon ditemukan berbau busuk tidak sedap di dalam freezer. disposal required immediately,SPOILED
Portion rice kondisi excess production batch prepped but unserved harus dibuatkan waste log entry.,SURPLUS
Salad Caesar kondisi tersentuh oleh hands bare at garnish station direject oleh kitchen manager.,CONTAMINATED
Sayuran brokoli kondisi hangus kehitaman setelah oven baking disposal required immediately.,OVERCOOKED
"inspeksi menemukan Soup tomato tersentuh oleh hands bare di service counter, disposal required immediately",CONTAMINATED
Mayonaise mengalami expired date hari ini saat di dry goods shelf. Harus wajib segera dibuang sesuai SOP,EXPIRED
Laporan: Tahu segar ditemukan berjamur hijau kebiruan di dalam freezer. direject oleh kitchen manager,SPOILED
Laporan: Salad Caesar ditemukan jatuh ke lantai langsung di di plating area. harus dibuatkan waste log entry,CONTAMINATED
"catatan chef: Grilled chicken breast excess production batch end of dinner service, disposal required immediately",SURPLUS
Potongan wortel kondisi sisa trimming yang banyak during vegetable prep noted dalam daily waste report.,PREP_WASTE
Keju cheddar telah lewat expired date 3 hari in cooler cabinet - disposal required immediately,EXPIRED
Laporan: Minyak zaitun ditemukan sudah melewati MHD 2 minggu di di refrigerated section. harus dibuatkan waste log entry,EXPIRED
Soup tomato jatuh ke lantai langsung di service counter - noted dalam daily waste report,CONTAMINATED
Grilled chicken breast kondisi excess production batch prepped but unserved disposal required immediately.,SURPLUS
Soup tomato kondisi tercampur cleaning chemical spray di plating area noted dalam daily waste report.,CONTAMINATED
"kondisi aktual: Ayam grilled kekuatan tekstur berubah keras dari deep fryer, direject oleh kitchen manager",OVERCOOKED
Sandwich club tersentuh paper towel kotor di service counter - noted dalam daily waste report,CONTAMINATED
Ranting parsley terbuang saat pemotongan di sink area - disposal required immediately,PREP_WASTE
Kulit kentang mengalami excessive peeling waste saat di sink area. Harus noted dalam daily waste report,PREP_WASTE
Laporan: Ikan salmon ditemukan berjamur hijau kebiruan di di counter prep station. harus dibuatkan waste log entry,SPOILED
"kondisi aktual: Potongan wortel sisa trimming yang banyak pada cutting board, wajib segera dibuang sesuai SOP",PREP_WASTE
Laporan: Soup tomato ditemukan tercampur cleaning chemical spray di di service counter. disposal required immediately,CONTAMINATED
Ketchup kondisi expired date hari ini pada cold storage rack direject oleh kitchen manager.,EXPIRED
Laporan: Susu cream ditemukan sudah melewati MHD 2 minggu di in cooler cabinet. wajib segera dibuang sesuai SOP,EXPIRED
"kondisi aktual: Fresh fruit salad tidak tersentuh customer prepped but unserved, wajib segera dibuang sesuai SOP",SURPLUS
Laporan: Soup tomato ditemukan tersentuh paper towel kotor di di service counter. direject oleh kitchen manager,CONTAMINATED
Laporan: Susu cream ditemukan sudah melewati MHD 2 minggu di in cooler cabinet. disposal required immediately,EXPIRED
Minyak zaitun terlewat 1 minggu dari expiry pada cold storage rack - harus dibuatkan waste log entry,EXPIRED
"inspeksi menemukan Ketchup terlewat 1 minggu dari expiry in cooler cabinet, direject oleh kitchen manager",EXPIRED
Ketchup telah lewat expired date 3 hari di dry goods shelf - direject oleh kitchen manager,EXPIRED
"laporan staff shift: Chicken stock leftover setelah shift in holding warmer, harus dibuatkan waste log entry",SURPLUS
Telur ayam berjamur hijau kebiruan di chiller utama - direject oleh kitchen manager,SPOILED
Steamed broccoli excess production batch in holding warmer - noted dalam daily waste report,SURPLUS
Ranting parsley mengalami terbuang saat pemotongan saat di prep station. Harus harus dibuatkan waste log entry,PREP_WASTE
Laporan: Ranting parsley ditemukan terbuang saat pemotongan di di sink area. noted dalam daily waste report,PREP_WASTE
Sayuran brokoli kondisi kekuatan tekstur berubah keras dari deep fryer harus dibuatkan waste log entry.,OVERCOOKED
Ujung daun bawang kondisi sisa trimming yang banyak pada cutting board harus dibuatkan waste log entry.,PREP_WASTE
Laporan: Grilled chicken breast ditemukan over-prepared untuk service di in holding warmer. disposal required immediately,SURPLUS
Daging sapi cincang mengalami berubah warna kehijauan saat di rak pantry. Harus disposal required immediately,SPOILED
Ranting parsley mengalami over-trimmed during prep saat di prep station. Harus disposal required immediately,PREP_WASTE
Laporan: Ketchup ditemukan telah lewat expired date 3 hari di pada cold storage rack. wajib segera dibuang sesuai SOP,EXPIRED
Steak sapi ribeye kondisi terlalu gosong kecoklatan setelah oven baking disposal required immediately.,OVERCOOKED
"inspeksi menemukan Rice pilaf hangus kehitaman grilled on BBQ, harus dibuatkan waste log entry",OVERCOOKED
Mayonaise kondisi sudah melewati MHD 2 minggu di dry goods shelf noted dalam daily waste report.,EXPIRED
"catatan chef: Sandwich club tersentuh oleh hands bare di plating area, direject oleh kitchen manager",CONTAMINATED
Ayam segar kondisi berubah warna kehijauan di rak pantry wajib segera dibuang sesuai SOP.,SPOILED
Telur ayam kondisi berlendir keputihan di rak pantry wajib segera dibuang sesuai SOP.,SPOILED
Laporan: Rice pilaf ditemukan kering berlebihan terlalu hard di setelah oven baking. harus dibuatkan waste log entry,OVERCOOKED
Laporan: Potongan wortel ditemukan excessive peeling waste di di sink area. direject oleh kitchen manager,PREP_WASTE
Laporan: Keju cheddar ditemukan expired date hari ini di pada cold storage rack. noted dalam daily waste report,EXPIRED
Salad Caesar mengalami terkontaminasi hair saat di plating area. Harus disposal required immediately,CONTAMINATED
Noodle dish mengalami tersentuh paper towel kotor saat at garnish station. Harus wajib segera dibuang sesuai SOP,CONTAMINATED
Sayuran brokoli mengalami terlalu gosong kecoklatan saat dari deep fryer. Harus harus dibuatkan waste log entry,OVERCOOKED
Telur ayam kondisi berjamur hijau kebiruan di chiller utama harus dibuatkan waste log entry.,SPOILED
Kulit kentang sisa trimming yang banyak during vegetable prep - direject oleh kitchen manager,PREP_WASTE
Ikan salmon berlendir keputihan di dry storage - direject oleh kitchen manager,SPOILED
Rice bowl mengalami terkontaminasi hair saat di service counter. Harus disposal required immediately,CONTAMINATED
Laporan: Sandwich club ditemukan tersentuh oleh hands bare di during food assembly. noted dalam daily waste report,CONTAMINATED
Sayuran brokoli kondisi hangus kehitaman dari kompor main stove disposal required immediately.,OVERCOOKED
"laporan staff shift: Sandwich club tercampur cleaning chemical spray di service counter, noted dalam daily waste report",CONTAMINATED
"kondisi aktual: Portion rice tidak terjual hari ini after lunch rush, direject oleh kitchen manager",SURPLUS
Batang seledri kondisi sisa trimming yang banyak pada cutting board direject oleh kitchen manager.,PREP_WASTE
Ikan cod fillet kondisi kekuatan tekstur berubah keras dari deep fryer direject oleh kitchen manager.,OVERCOOKED
Laporan: Batang asparagus ditemukan terbuang saat pemotongan di pada cutting board. disposal required immediately,PREP_WASTE
