image_id,category,skin_type,rgb_mean_r,rgb_mean_g,rgb_mean_b,rgb_std_r,rgb_std_g,rgb_std_b,lighting_condition,description,hygiene_note
SKIN_HAND_0310,HAND,FAIR_1,237.0,227.0,213.0,9.276745414483313,5.196153057184009,6.1427223757016876,DIM,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0198,FACE,FAIR_1,254.0,226.0,215.0,3.745059455482681,3.102632595232006,2.039677488420254,BRIGHT,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0061,HAND,FAIR_1,241.0,226.0,200.0,8.158818783982953,7.224788386123806,5.300361743754333,NORMAL,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_FACE_0385,FACE,FAIR_2,237.0,226.0,207.0,4.252125984137466,3.072445612726859,1.482703535287175,DIM,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0096,FACE,FAIR_3,227.0,217.0,191.0,3.2119822087889394,2.6984322635717866,2.3052688178565863,DIM,"Terang, sedikit tan",Clean visible skin detected
SKIN_FACE_0268,FACE,FAIR_3,224.0,212.0,192.0,3.753177136683545,3.361164549341031,2.859879341134827,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_FACE_0150,FACE,FAIR_3,242.0,204.0,189.0,3.491808002088558,1.8800394067984638,2.224326413630302,NORMAL,"Terang, sedikit tan",Clean visible skin detected
SKIN_FACE_0151,FACE,FAIR_1,250.0,229.0,209.0,2.4796518716710025,1.8307173544415458,1.796182138174315,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0366,FACE,FAIR_1,255.0,226.0,209.0,2.462060932138564,2.967713562379201,2.5785306889956465,NORMAL,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_FACE_0169,FACE,FAIR_2,245.0,216.0,195.0,3.7389940772570487,2.6294599198865773,1.188372224074681,NORMAL,"Terang, terbakar",Hand washing required
SKIN_HAND_0299,HAND,FAIR_1,237.0,233.0,203.0,7.492655536576997,6.581817456154296,5.210264028598704,NORMAL,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0190,FACE,FAIR_3,238.0,203.0,181.0,3.9474577913133975,1.8931865552777514,1.7210669546741693,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0315,HAND,FAIR_1,247.0,224.0,202.0,8.981807320808459,6.6018508282891,6.442477349898179,NORMAL,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0311,HAND,FAIR_3,218.0,212.0,182.0,6.632410075148766,6.358314786593074,6.373292962343189,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0362,HAND,FAIR_1,249.0,229.0,209.0,7.583081022263337,5.900525132806601,5.882929498816964,BRIGHT,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_HAND_0480,HAND,FAIR_1,250.0,223.0,203.0,7.118615676821943,7.844057908921533,5.449678749802386,NORMAL,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0111,HAND,FAIR_1,236.0,221.0,209.0,8.45443237682058,7.287666172184234,5.0283447934296515,BRIGHT,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_FACE_0490,FACE,FAIR_1,255.0,224.0,213.0,3.7410209287039016,2.8927205185468057,2.1596048642509396,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0487,HAND,FAIR_1,245.0,226.0,213.0,6.9601205679537514,7.091938002541139,5.548062826799148,BRIGHT,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0364,HAND,FAIR_3,225.0,204.0,180.0,8.626945055320817,7.574924700564224,5.790140814734546,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0255,HAND,FAIR_2,231.0,214.0,199.0,8.823117030361974,6.515989222484348,4.748235138479312,BRIGHT,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0260,HAND,FAIR_3,229.0,212.0,197.0,5.733221550361371,8.589859081507374,5.053287079173005,BRIGHT,"Terang, sedikit tan",Clean visible skin detected
SKIN_FACE_0303,FACE,FAIR_3,240.0,209.0,181.0,3.5055666058005484,2.369305997737999,2.379358512081581,DIM,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0178,FACE,FAIR_2,238.0,227.0,201.0,2.4603559250236344,2.262842724734006,2.6733710383979226,NORMAL,"Terang, terbakar",Hand washing required
SKIN_HAND_0495,HAND,FAIR_3,227.0,210.0,185.0,7.7497727488130375,5.537701532078639,6.459630642280867,BRIGHT,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0171,FACE,FAIR_2,247.0,227.0,206.0,3.232378914972831,2.462435112099265,2.197966626244519,DIM,"Terang, terbakar",Hand washing required
SKIN_HAND_0378,HAND,FAIR_2,230.0,218.0,205.0,8.027148865617574,7.219949177493286,6.969946895326602,NORMAL,"Terang, terbakar",Gloves must be worn
SKIN_FACE_0027,FACE,FAIR_1,244.0,233.0,212.0,2.257696635199987,2.657822459750197,2.579096502496341,DIM,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0346,FACE,FAIR_1,255.0,221.0,212.0,3.6703415106344597,2.7627540887851496,1.2989438038933914,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0138,HAND,FAIR_2,233.0,212.0,206.0,8.429995210001485,6.155516915498901,5.699614507025999,BRIGHT,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0356,HAND,FAIR_1,251.0,221.0,211.0,9.924866706858559,6.520463813513668,7.2731299186938045,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0366,HAND,FAIR_1,240.0,229.0,203.0,8.233159599707536,7.3368563710028605,6.245676180462815,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0443,FACE,FAIR_2,250.0,225.0,209.0,3.481270085644811,2.010324267058578,2.210710188577425,BRIGHT,"Terang, terbakar",Proper hygenic practice observed
SKIN_FACE_0250,FACE,FAIR_3,236.0,209.0,182.0,3.0609778777836896,1.8664506351071741,2.1100659774499357,NORMAL,"Terang, sedikit tan",Clean visible skin detected
SKIN_FACE_0449,FACE,FAIR_1,255.0,226.0,205.0,3.1889489564285647,1.9257172055813871,2.073925395948696,BRIGHT,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_FACE_0330,FACE,FAIR_1,255.0,232.0,205.0,3.980192133776617,3.181520293132493,1.892128819836929,BRIGHT,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0157,FACE,FAIR_2,249.0,224.0,200.0,3.342314515790254,3.2795714824037137,2.5492779768734777,DIM,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0200,HAND,FAIR_3,226.0,208.0,199.0,9.901640956597559,7.066996513835532,6.362745370553388,DIM,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0214,HAND,FAIR_1,249.0,224.0,214.0,7.381412960889201,5.709336784796367,6.687740347326662,BRIGHT,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0409,HAND,FAIR_3,227.0,206.0,186.0,4.53927943825302,7.70531726586082,7.629533334597479,DIM,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0333,HAND,FAIR_2,231.0,212.0,210.0,6.910380417779466,7.058357129485285,5.800864772900273,BRIGHT,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0209,HAND,FAIR_1,252.0,228.0,206.0,6.855694359059473,8.216943631009089,5.040118036570765,NORMAL,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0114,FACE,FAIR_2,236.0,211.0,190.0,2.7696641463080223,2.5198320100868496,1.682833073057311,BRIGHT,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0079,HAND,FAIR_2,242.0,225.0,199.0,8.018334890232103,8.35620037499693,5.543781356169843,DIM,"Terang, terbakar",Hand washing required
SKIN_HAND_0030,HAND,FAIR_2,230.0,212.0,207.0,8.795014052618964,6.267279548219136,5.784235104788991,BRIGHT,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0036,FACE,FAIR_1,255.0,237.0,215.0,4.066363116462701,2.7446674179842416,2.2959499955315614,NORMAL,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0196,FACE,FAIR_2,247.0,220.0,210.0,2.8661976758811316,2.341587976154827,2.1360772481400065,BRIGHT,"Terang, terbakar",Proper hygenic practice observed
SKIN_FACE_0058,FACE,FAIR_2,248.0,214.0,206.0,3.297777690715093,2.6085827247783433,2.1735781835173307,DIM,"Terang, terbakar",Gloves must be worn
SKIN_FACE_0337,FACE,FAIR_3,229.0,214.0,185.0,3.3031925216853937,2.738836445873667,2.571747107805849,DIM,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0097,FACE,FAIR_1,249.0,225.0,203.0,2.4748424544391696,3.2970632018996313,1.768427327767831,NORMAL,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0166,HAND,FAIR_1,244.0,229.0,211.0,9.116434072414242,7.397341993948567,5.263408519789866,NORMAL,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0419,FACE,FAIR_3,229.0,213.0,191.0,3.2355578251684567,3.1007084706610977,2.0525316634096438,NORMAL,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0496,HAND,FAIR_2,228.0,216.0,193.0,8.754527647688343,6.205530038828188,5.274643196236493,NORMAL,"Terang, terbakar",Gloves must be worn
SKIN_FACE_0325,FACE,FAIR_1,248.0,230.0,209.0,3.718831860547304,2.4207766808146127,2.2151409493204928,BRIGHT,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0066,HAND,FAIR_3,223.0,215.0,194.0,6.144288314142715,7.413801005098134,4.847176002448418,BRIGHT,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0142,HAND,FAIR_2,242.0,224.0,191.0,6.261995956785701,6.241627186103156,6.28331098708022,DIM,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0426,FACE,FAIR_1,251.0,232.0,201.0,2.4655012069679767,3.056289980263702,2.0598041202443773,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0328,FACE,FAIR_2,251.0,214.0,192.0,4.083563164033124,2.578294198242279,1.7819522614127137,BRIGHT,"Terang, terbakar",Gloves must be worn
SKIN_FACE_0156,FACE,FAIR_2,248.0,216.0,207.0,3.6696396684193635,2.735813806201356,2.1422659796922403,DIM,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0332,HAND,FAIR_1,245.0,227.0,203.0,6.875074209510059,7.849131649273991,6.822937209082761,NORMAL,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0165,FACE,FAIR_1,255.0,234.0,213.0,2.3507487742583124,3.1643820085313297,2.023942328666392,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0250,HAND,FAIR_3,230.0,210.0,191.0,9.36007366443894,8.808409572608433,6.8413234550727084,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0408,FACE,FAIR_1,255.0,237.0,205.0,3.8043527638423296,2.699013493635589,2.156825128252627,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0209,FACE,FAIR_3,228.0,204.0,188.0,3.0052299414279484,3.1739925059256686,1.4770587621861804,DIM,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0306,HAND,FAIR_1,236.0,232.0,202.0,8.815712829871305,7.9480952673561935,4.771715032631508,BRIGHT,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0235,FACE,FAIR_3,236.0,206.0,188.0,3.8215870215647874,3.1680172474789448,1.9351673445652626,BRIGHT,"Terang, sedikit tan",Clean visible skin detected
SKIN_FACE_0476,FACE,FAIR_2,240.0,224.0,196.0,3.1226566635956243,3.976040569743629,1.8850862916518722,DIM,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0050,HAND,FAIR_1,237.0,223.0,213.0,6.642064554292263,7.930473400858816,7.59965949319548,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_FACE_0397,FACE,FAIR_3,231.0,207.0,192.0,4.111951184818816,2.962138927699189,2.8191634284551546,NORMAL,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0003,HAND,FAIR_1,251.0,228.0,200.0,7.449657540779918,5.935966335217512,6.923917363174763,BRIGHT,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0045,FACE,FAIR_2,244.0,221.0,204.0,3.435648063248009,2.878807815725093,2.36300698998463,BRIGHT,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0351,HAND,FAIR_1,242.0,232.0,204.0,6.367844836260925,5.8295493405371746,7.429780722018599,BRIGHT,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0405,FACE,FAIR_3,227.0,215.0,199.0,2.688471526975497,3.2442754730452092,2.022879161442224,NORMAL,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0037,FACE,FAIR_2,240.0,218.0,196.0,4.767588584050673,2.0559951526037836,2.5115770902914436,BRIGHT,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0345,HAND,FAIR_2,237.0,212.0,202.0,5.222516270629468,6.771637594991718,6.1751703547843215,DIM,"Terang, terbakar",Hand washing required
SKIN_FACE_0495,FACE,FAIR_2,251.0,225.0,206.0,3.199766805263698,3.0320335428287915,2.5608521199041987,BRIGHT,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0482,HAND,FAIR_2,231.0,214.0,206.0,7.119497943025344,8.252290402673616,6.0108404589443,BRIGHT,"Terang, terbakar",Proper hygenic practice observed
SKIN_FACE_0076,FACE,FAIR_1,250.0,226.0,200.0,2.716284988782224,2.3028918261010833,2.296697480272638,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0034,HAND,FAIR_3,231.0,208.0,181.0,7.768990346043241,6.534588675530063,6.166576489518779,BRIGHT,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0032,HAND,FAIR_3,225.0,203.0,184.0,5.512359637485861,7.1560794912205745,6.052507895725527,DIM,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0232,HAND,FAIR_3,232.0,207.0,199.0,8.556752755836007,6.210926827387883,6.157866235486447,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0464,FACE,FAIR_1,255.0,231.0,212.0,2.5475071026164144,2.1416057561421495,2.374185341486539,DIM,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_HAND_0193,HAND,FAIR_3,230.0,201.0,181.0,8.503816040655703,7.482681913462405,4.9279216120090625,DIM,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0334,HAND,FAIR_3,215.0,201.0,192.0,8.249645336165203,6.512014985135508,3.7029649952866137,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0004,HAND,FAIR_1,248.0,223.0,211.0,10.296839440012006,5.357615924451287,4.919640779712644,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0205,HAND,FAIR_2,243.0,213.0,194.0,11.031674335051193,6.189473728444592,6.4362463949954725,BRIGHT,"Terang, terbakar",Proper hygenic practice observed
SKIN_FACE_0015,FACE,FAIR_2,245.0,214.0,208.0,3.1050332366330893,1.9020934317150417,2.265639795904541,DIM,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0300,FACE,FAIR_2,240.0,217.0,196.0,3.551398432018528,3.3055230749394853,1.4663808291366522,NORMAL,"Terang, terbakar",Hand washing required
SKIN_HAND_0307,HAND,FAIR_1,251.0,220.0,211.0,7.256758754532443,8.492547633621298,5.760969087538905,BRIGHT,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0110,HAND,FAIR_3,222.0,202.0,200.0,8.351226115884195,7.514491404009849,5.434163426237106,BRIGHT,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0431,HAND,FAIR_3,222.0,201.0,197.0,3.58044029150651,5.8149919587628,4.438990297015466,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0078,HAND,FAIR_1,243.0,228.0,202.0,9.371472974673292,6.880641812906532,6.81173478690451,NORMAL,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0085,HAND,FAIR_3,231.0,202.0,195.0,6.914287726650463,7.27922624993496,6.1750570503194835,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0287,HAND,FAIR_1,247.0,229.0,207.0,6.752687638092739,5.5073121516037595,6.710577221347721,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0083,HAND,FAIR_3,228.0,208.0,180.0,8.037322178980283,8.284733893391548,6.480937825221787,NORMAL,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0492,FACE,FAIR_2,248.0,226.0,209.0,2.8636744801096476,3.1478281997540454,2.7520930673952746,NORMAL,"Terang, terbakar",Hand washing required
SKIN_FACE_0290,FACE,FAIR_1,248.0,225.0,201.0,3.00939380880657,2.135071833685639,2.5211087713682705,BRIGHT,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0395,FACE,FAIR_1,255.0,238.0,203.0,2.831948547734533,1.746770197901923,1.6814049245290192,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0399,HAND,FAIR_1,248.0,221.0,203.0,6.256101188140754,7.152943506553348,3.7391959878743273,NORMAL,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0324,HAND,FAIR_3,224.0,205.0,183.0,6.895412029957109,6.365099206993463,5.274923068839171,DIM,"Terang, sedikit tan",Clean visible skin detected
SKIN_FACE_0020,FACE,FAIR_3,239.0,206.0,184.0,3.3846643567328885,1.9753848310401123,2.2442996093826055,NORMAL,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0417,FACE,FAIR_3,236.0,209.0,190.0,3.3898919030134844,2.741573639839945,2.190902056058724,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0423,FACE,FAIR_1,251.0,225.0,209.0,3.4541433279001668,1.9604660336485233,2.1765232286071488,DIM,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0006,HAND,FAIR_1,244.0,229.0,202.0,7.050539823859135,7.453571845266439,5.217963484878424,BRIGHT,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0232,FACE,FAIR_1,255.0,239.0,215.0,3.7038743365938798,2.4116580792099898,2.063137031048217,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0466,HAND,FAIR_2,235.0,220.0,205.0,7.416560014420955,7.58875229557758,5.117548109549134,DIM,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0098,HAND,FAIR_3,217.0,202.0,187.0,6.892822687115585,8.457156318715978,5.7785566445949295,BRIGHT,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0267,HAND,FAIR_1,247.0,225.0,205.0,6.245054695874213,7.797543059216368,6.448796487816484,BRIGHT,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0358,HAND,FAIR_2,231.0,218.0,192.0,7.46574252054862,7.114407525620414,5.843817693964359,DIM,"Terang, terbakar",Hand washing required
SKIN_FACE_0369,FACE,FAIR_3,237.0,208.0,198.0,2.8393077736073526,2.31755233211823,2.0673852990037096,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_FACE_0299,FACE,FAIR_2,251.0,219.0,210.0,3.3417306554125954,2.733434218304855,2.2796729764583548,BRIGHT,"Terang, terbakar",Hand washing required
SKIN_HAND_0381,HAND,FAIR_2,241.0,219.0,195.0,5.28405508331873,6.14577267894136,5.453289906212632,NORMAL,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0132,FACE,FAIR_3,240.0,209.0,187.0,3.6140640973712705,3.1741677154400603,1.9167985118585482,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0382,HAND,FAIR_1,239.0,223.0,215.0,6.528575583584447,8.45196087989153,5.36550477639398,NORMAL,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0491,HAND,FAIR_2,231.0,224.0,190.0,7.97438126788208,6.892473922902244,5.9709984168667605,BRIGHT,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0119,HAND,FAIR_3,220.0,214.0,196.0,8.136513902704342,6.699866122310592,6.133041023627992,DIM,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0401,FACE,FAIR_2,236.0,219.0,190.0,3.2356676580962325,3.5189637971036376,2.9096205246334588,DIM,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0251,HAND,FAIR_2,230.0,214.0,192.0,6.410488269832851,7.336199402983776,5.427572354397993,NORMAL,"Terang, terbakar",Gloves must be worn
SKIN_FACE_0024,FACE,FAIR_2,239.0,220.0,204.0,4.10769902959985,2.296167989327341,2.7715839062413856,NORMAL,"Terang, terbakar",Hand washing required
SKIN_HAND_0010,HAND,FAIR_2,241.0,214.0,198.0,7.068715849628325,6.827202067704016,6.826824115566915,BRIGHT,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0197,HAND,FAIR_1,250.0,224.0,207.0,6.126932434974467,6.1162137208065115,6.113685924312552,BRIGHT,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0104,FACE,FAIR_3,237.0,211.0,189.0,2.885371009093222,1.8487097644486656,1.453701006033401,NORMAL,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0082,HAND,FAIR_3,226.0,208.0,196.0,8.400311376179975,6.390769987585221,5.81276979338496,NORMAL,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_FACE_0284,FACE,FAIR_2,244.0,217.0,206.0,3.1314448976598634,2.156333280921353,2.715953935612201,DIM,"Terang, terbakar",Hand washing required
SKIN_FACE_0088,FACE,FAIR_2,252.0,213.0,194.0,2.785498560083942,2.940087593938258,1.9406243595337074,NORMAL,"Terang, terbakar",Gloves must be worn
SKIN_FACE_0298,FACE,FAIR_1,255.0,226.0,200.0,3.8685796661782295,2.8104336027418513,2.2441313642494,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0240,HAND,FAIR_3,231.0,205.0,183.0,7.6232279046954545,6.066119393835581,5.7093344344480865,DIM,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0291,HAND,FAIR_3,219.0,213.0,199.0,8.125650241507882,6.471806420175265,6.879194815234269,DIM,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0212,HAND,FAIR_2,226.0,218.0,210.0,8.67744480821362,6.673966421893667,5.531801489041579,NORMAL,"Terang, terbakar",Proper hygenic practice observed
SKIN_FACE_0218,FACE,FAIR_2,241.0,214.0,200.0,3.7513893758754815,2.3322491736610473,2.7781602396213456,DIM,"Terang, terbakar",Hand washing required
SKIN_HAND_0360,HAND,FAIR_3,221.0,200.0,187.0,7.427496445075779,4.9398808478873955,4.594800839652106,DIM,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0450,HAND,FAIR_3,223.0,212.0,186.0,10.157538363782784,5.590757794970994,5.4714675381081594,NORMAL,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0228,HAND,FAIR_3,231.0,207.0,187.0,8.142371811021922,7.149237909496949,5.451448987035331,BRIGHT,"Terang, sedikit tan",Clean visible skin detected
SKIN_FACE_0451,FACE,FAIR_1,255.0,236.0,214.0,3.8189056721309402,2.41286483256039,2.0939137040011877,NORMAL,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0447,FACE,FAIR_1,250.0,223.0,204.0,3.1004547704322483,2.7804280108487105,2.576293651697688,DIM,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0297,FACE,FAIR_2,234.0,227.0,197.0,2.965095454138156,2.174773373559151,2.30511842873825,BRIGHT,"Terang, terbakar",Proper hygenic practice observed
SKIN_FACE_0002,FACE,FAIR_1,249.0,237.0,209.0,3.803491060887717,1.8709523743024732,2.3968576158253283,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0465,HAND,FAIR_1,245.0,231.0,204.0,8.153941025739549,7.076553837729061,6.696237613397072,NORMAL,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0363,HAND,FAIR_2,235.0,219.0,196.0,6.9155711014590375,6.7195991724769195,7.27931859152528,DIM,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0469,HAND,FAIR_2,235.0,218.0,195.0,7.723322015202709,7.589758103543465,6.508642606564073,NORMAL,"Terang, terbakar",Proper hygenic practice observed
SKIN_FACE_0436,FACE,FAIR_3,235.0,205.0,196.0,3.1663810386433746,3.0563643996399894,2.202168247588102,NORMAL,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0429,HAND,FAIR_2,235.0,219.0,205.0,9.139743535504918,7.709899908389482,6.3650566099495105,NORMAL,"Terang, terbakar",Hand washing required
SKIN_HAND_0008,HAND,FAIR_1,248.0,232.0,208.0,8.538939281509132,6.968012837985572,6.495463130632039,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0156,HAND,FAIR_1,249.0,231.0,200.0,7.420234682011499,7.915326144486702,6.110237657142991,NORMAL,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_FACE_0042,FACE,FAIR_2,246.0,222.0,204.0,1.8086910752086645,1.6795897201671632,2.4445209971880573,NORMAL,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0441,HAND,FAIR_1,239.0,228.0,205.0,9.367496051310848,6.449156460891339,5.657114821678419,DIM,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_HAND_0483,HAND,FAIR_2,232.0,224.0,194.0,8.516548059249256,8.009951425946205,5.027059057779646,DIM,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0423,HAND,FAIR_1,242.0,223.0,201.0,6.722005760045799,6.358382416443197,5.477470880489383,NORMAL,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0279,FACE,FAIR_2,241.0,213.0,193.0,3.799168487675415,2.4885628114614082,2.21423181205849,BRIGHT,"Terang, terbakar",Gloves must be worn
SKIN_FACE_0450,FACE,FAIR_3,224.0,210.0,183.0,3.788211363598575,2.7937678783622406,2.1305762831090704,NORMAL,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0335,HAND,FAIR_2,236.0,222.0,193.0,8.179843129182927,5.52502237844996,5.829615751723351,BRIGHT,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0077,FACE,FAIR_1,253.0,233.0,209.0,4.428752794368309,2.1244534642980772,2.0214332915776163,NORMAL,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0435,FACE,FAIR_2,244.0,226.0,194.0,2.7442139614163077,2.5934549386214294,2.1202679418302597,NORMAL,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0068,FACE,FAIR_1,255.0,236.0,205.0,3.0897703286642506,2.3777389830206306,1.968896351260585,NORMAL,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0095,FACE,FAIR_2,242.0,218.0,206.0,3.1661235342926837,2.767232522506402,2.349849532837625,BRIGHT,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0031,FACE,FAIR_3,234.0,215.0,187.0,2.735163602316844,2.892901169015879,1.8554541160811147,NORMAL,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0082,FACE,FAIR_3,240.0,209.0,194.0,3.445576037941599,2.1822079309961917,2.05948328034891,BRIGHT,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0208,FACE,FAIR_3,236.0,209.0,182.0,2.343647758315463,3.794974628373814,2.4975347667741263,BRIGHT,"Terang, sedikit tan",Gloves must be worn
