text,category
susu UHT full cream 1 liter stempel expired date menunjukkan tanggal minggu lalu pada kulkas pastry.,EXPIRED
potongan daging wagyu MB7 terkontaminasi pecahan beling piring kaca yang pecah di dekatnya pada meja prep station.,CONTAMINATED
potongan daging wagyu MB7 jatuh ke lantai dapur yang kotor dan berminyak di dekat tempat cuci piring pot wash.,CONTAMINATED
kulit wortel dan bonggol brokoli bagian tidak dapat dikonsumsi dibuang saat prep siang di area pastry preparation.,PREP_WASTE
saus tomat kemasan botol melewati batas tanggal best before pada label kemasan saat rotasi stok FIFO.,EXPIRED
susu UHT full cream 1 liter sudah lewat tanggal kadaluarsa 3 hari yang lalu di lemari stok bumbu.,EXPIRED
kulit bawang bombay dan akar seledri hasil pemilahan bahan sebelum proses memasak,PREP_WASTE
susu UHT full cream 1 liter tanggal kadaluarsa sudah habis saat pemeriksaan stok bulanan pada area bakery.,EXPIRED
tomat merah membusuk di dasar kontainer penyimpanan dingin di chiller 1.,SPOILED
nasi putih dan aneka lauk pauk kelebihan porsi karena acara pesta banquet batal sebagian di display showcase pastry.,SURPLUS
nasi putih dan aneka lauk pauk kelebihan porsi karena acara pesta banquet batal sebagian pada meja banquet hall.,SURPLUS
lemak berlebih dan urat keras hasil pemilahan bahan sebelum proses memasak di area pastry preparation.,PREP_WASTE
Waste log: bumbu kacang sate kemasukan serangga lalat yang terbang di area meja plating,CONTAMINATED
sup buntut kuah rempah 15 porsi sisa penutupan operasional restoran malam tidak boleh disimpan di buffet counter restaurant.,SURPLUS
daging steak sirloin terlalu lama di wajan penggorengan hingga gosong pahit di wajan stir-fry wok.,OVERCOOKED
susu UHT full cream 1 liter stempel expired date menunjukkan tanggal minggu lalu di rak dry store.,EXPIRED
potongan daging wagyu MB7 kemasukan serangga lalat yang terbang di area meja plating di dekat tempat cuci piring pot wash.,CONTAMINATED
"cangkang telur ayam bagian tidak dapat dikonsumsi dibuang saat prep siang, buang segera",PREP_WASTE
daging steak sirloin gosong hitam legam karena api grill terlalu besar pada oven baking.,OVERCOOKED
daun selada hijau segar terkena cipratan cairan pembersih sabun pel lantai di area plating pass.,CONTAMINATED
tomat merah hancur lembek mencair dan berbau busuk tidak layak konsumsi saat dicek quality control pagi.,SPOILED
saus bechamel keju gosong hitam legam karena api grill terlalu besar di area deep fryer.,OVERCOOKED
potongan daging wagyu MB7 jatuh ke lantai dapur yang kotor dan berminyak di meja saji banquet.,CONTAMINATED
daun selada hijau segar terkontaminasi pecahan beling piring kaca yang pecah di dekatnya pada area penyimpanan kering.,CONTAMINATED
saus tomat kemasan botol lewat masa simpan kadaluarsa 2 hari di kulkas pantry di rak inventory pantry.,EXPIRED
daging steak sirloin kelebihan waktu masak di salamander hingga keju hangus pahit di hot line station.,OVERCOOKED
daging steak sirloin kelewat matang lembek hancur menjadi bubur pada oven baking.,OVERCOOKED
tomat merah busuk basah dan mengeluarkan cairan lendir bau menyengat di cold storage dapur.,SPOILED
tempe bungkus berbau belerang busuk dan mengeluarkan cairan keruh,SPOILED
susu UHT full cream 1 liter tercatat lewat batas tanggal konsumsi aman di kemasan di gudang bahan kering.,EXPIRED
lemak berlebih dan urat keras hasil trimming kotor persiapan menu steak malam saat mise en place pagi.,PREP_WASTE
"bumbu pasta kari kalengan stempel expired date menunjukkan tanggal minggu lalu, buang segera",EXPIRED
ikan salmon fillet segar kemasukan rambut staff dapur saat proses plating makanan,CONTAMINATED
sup buntut kuah rempah 15 porsi sisa display etalase kafe malam hari yang tidak laku terjual pada dispenser buffet sarapan.,SURPLUS
daging steak sirloin bantat dan tepi loyang hangus terbakar di oven bersuhu tinggi di area deep fryer.,OVERCOOKED
kulit wortel dan bonggol brokoli sisa kupasan persiapan bumbu dasar dapur utama pada bak pembuangan prep station.,PREP_WASTE
daun selada hijau segar terkontaminasi pecahan beling piring kaca yang pecah di dekatnya di lantai kitchen line.,CONTAMINATED
daging steak sirloin terlalu lama digoreng di deep fryer sampai kering mengeras pahit di grill station.,OVERCOOKED
tomat merah ditumbuhi kapang jamur abu-abu halus beracun di laci pendingin.,SPOILED
nasi putih dan aneka lauk pauk kelebihan kuota masak harian dan tidak dapat dibekukan kembali pada meja banquet hall.,SURPLUS
nasi putih dan aneka lauk pauk kelebihan porsi pesanan katering luar yang sudah selesai di display showcase pastry.,SURPLUS
kulit wortel dan bonggol brokoli sisa pembersihan dan pemotongan persiapan sup pagi pada talenan preparation.,PREP_WASTE
susu UHT full cream 1 liter lewat masa kadaluarsa 5 hari tidak boleh dipakai masak di lemari stok bumbu.,EXPIRED
potongan daging wagyu MB7 kemasukan tetesan air kotor bocoran dari plafon exhaust dapur di lantai kitchen line.,CONTAMINATED
kulit wortel dan bonggol brokoli sisa pembersihan dan pemotongan persiapan sup pagi di area pastry preparation.,PREP_WASTE
susu UHT full cream 1 liter tanggal kedaluwarsa habis seminggu lalu belum terpakai di gudang bahan kering.,EXPIRED
susu UHT full cream 1 liter jatuh tempo tanggal expired pabrik kemarin sore pada chiller dairy.,EXPIRED
kulit wortel dan bonggol brokoli hasil pemilahan bahan sebelum proses memasak di fish station.,PREP_WASTE
daging steak sirloin bantat dan tepi loyang hangus terbakar di oven bersuhu tinggi di wajan stir-fry wok.,OVERCOOKED
saus tomat kemasan botol sudah lewat tanggal kadaluarsa 3 hari yang lalu pada area bakery.,EXPIRED
potongan daging wagyu MB7 bersentuhan langsung dengan pisau dan talenan kotor belum dicuci di dekat tempat cuci piring pot wash.,CONTAMINATED
daging steak sirloin gosong terbakar api wajan karena ditinggal memasak di grill station.,OVERCOOKED
sup buntut kuah rempah 15 porsi sisa penutupan operasional restoran malam tidak boleh disimpan di chiller holding akhir shift.,SURPLUS
susu UHT full cream 1 liter tercatat lewat batas tanggal konsumsi aman di kemasan saat rotasi stok FIFO.,EXPIRED
daging steak sirloin kelewat matang lembek hancur menjadi bubur pada kompor saute.,OVERCOOKED
kulit wortel dan bonggol brokoli sisa pemotongan rapi agar bentuk plating seragam pada station vegetable prep.,PREP_WASTE
tomat merah bagian dalam busuk kehitaman berserat berlendir di kulkas walk-in.,SPOILED
tomat merah warna menggelap kecokelatan berlendir dan berbau busuk pada wadah penyimpanan.,SPOILED
tomat merah tekstur lembek berlendir dan timbul bintik hitam jamur di kontainer prep.,SPOILED
saus bechamel keju terlalu lama di wajan penggorengan hingga gosong pahit di area deep fryer.,OVERCOOKED
susu UHT full cream 1 liter lewat masa kadaluarsa 5 hari tidak boleh dipakai masak di rak saus dan kondimen.,EXPIRED
susu UHT full cream 1 liter melewati batas tanggal best before pada label kemasan saat rotasi stok FIFO.,EXPIRED
kulit wortel dan bonggol brokoli sisa kupasan prep menu udang goreng tepung di meja butchery daging.,PREP_WASTE
potongan daging wagyu MB7 jatuh ke lantai dapur yang kotor dan berminyak di lantai kitchen line.,CONTAMINATED
daun selada hijau segar terkena cipratan cairan pembersih sabun pel lantai pada area penyimpanan kering.,CONTAMINATED
tomat merah bagian dalam busuk kehitaman berserat berlendir saat dicek quality control pagi.,SPOILED
tomat merah berbau belerang busuk dan mengeluarkan cairan keruh pada wadah penyimpanan.,SPOILED
potongan daging wagyu MB7 terkontaminasi pecahan beling piring kaca yang pecah di dekatnya di pick-up table waiter.,CONTAMINATED
tomat merah berbau belerang busuk dan mengeluarkan cairan keruh pada rak sayur bawah.,SPOILED
nasi putih dan aneka lauk pauk overproduksi sisa persiapan siang yang tidak habis malam ini di area room service.,SURPLUS
lemak berlebih dan urat keras sisa kupasan persiapan bumbu dasar dapur utama di area pastry preparation.,PREP_WASTE
nasi putih dan aneka lauk pauk kelebihan porsi karena acara pesta banquet batal sebagian di buffet counter restaurant.,SURPLUS
daging steak sirloin terlalu lama direbus tekstur hancur lebur kuah keruh gosong pada panci stock pot.,OVERCOOKED
potongan daging wagyu MB7 tersentuh tangan staff tanpa sarung tangan yang sedang flu batuk di pick-up table waiter.,CONTAMINATED
potongan daging wagyu MB7 terkena debu kotor tebal akibat renovasi ventilasi dapur pada meja prep station.,CONTAMINATED
daun selada hijau segar terkena cipratan cairan pembersih sabun pel lantai di lantai kitchen line.,CONTAMINATED
tomat merah sudah berjamur putih dan kulit lembek berair di laci pendingin.,SPOILED
saus tomat kemasan botol expired date tercantum 12 September 2026 sudah terlampaui pada kulkas pastry.,EXPIRED
daging steak sirloin terlalu lama di wajan penggorengan hingga gosong pahit di hot line station.,OVERCOOKED
tomat merah timbul lendir lengket dan aroma bangkai busuk pada wadah penyimpanan.,SPOILED
tomat merah warna menggelap kecokelatan berlendir dan berbau busuk saat dicek quality control pagi.,SPOILED
Waste log: mentega tawar kaleng melewati batas tanggal best before pada label kemasan,EXPIRED
saus bechamel keju gosong hitam legam karena api grill terlalu besar pada kompor saute.,OVERCOOKED
saus tomat kemasan botol expired date tercantum 12 September 2026 sudah terlampaui pada area bakery.,EXPIRED
saus bechamel keju gosong terbakar dan berkerak pahit saat jam sibuk dinner pada panci stock pot.,OVERCOOKED
daging steak sirloin gosong terbakar api wajan karena ditinggal memasak di area deep fryer.,OVERCOOKED
nasi putih dan aneka lauk pauk kelebihan kuota masak harian dan tidak dapat dibekukan kembali pada meja katering ballroom.,SURPLUS
susu UHT full cream 1 liter batas aman konsumsi sudah lewat per hari ini di lemari stok bumbu.,EXPIRED
daging steak sirloin gosong di luar tetapi bagian dalam masih belum matang di grill station.,OVERCOOKED
susu UHT full cream 1 liter stempel expired date menunjukkan tanggal minggu lalu di gudang bahan kering.,EXPIRED
"Reject kulit dan ekor udang, sisa pemecahan telur pembuatan adonan kue bakery",PREP_WASTE
potongan daging wagyu MB7 terkontaminasi pecahan beling piring kaca yang pecah di dekatnya di meja saji banquet.,CONTAMINATED
saus bechamel keju terlalu lama digoreng di deep fryer sampai kering mengeras pahit di wajan stir-fry wok.,OVERCOOKED
lemak berlebih dan urat keras hasil pemilahan bahan sebelum proses memasak di meja butcher station.,PREP_WASTE
nasi putih dan aneka lauk pauk sisa sajian meeting room korporat yang selesai lebih awal pada meja katering ballroom.,SURPLUS
daging steak sirloin gosong di luar tetapi bagian dalam masih belum matang di area deep fryer.,OVERCOOKED
tomat merah membusuk di dasar kontainer penyimpanan dingin di rak seafood.,SPOILED
nasi putih dan aneka lauk pauk sisa penutupan operasional restoran malam tidak boleh disimpan di holding cabinet pemanas.,SURPLUS
susu UHT full cream 1 liter tercatat lewat batas tanggal konsumsi aman di kemasan di rak saus dan kondimen.,EXPIRED
"Reject dada ayam marinasi, tercampur serpihan plastik wrap kemasan tajam yang sobek",CONTAMINATED
susu UHT full cream 1 liter batas aman konsumsi sudah lewat per hari ini saat rotasi stok FIFO.,EXPIRED
kulit wortel dan bonggol brokoli bagian keras yang tidak dipakai pada resep utama pada bak pembuangan prep station.,PREP_WASTE
tomat merah sudah berjamur putih dan kulit lembek berair di cold storage dapur.,SPOILED
kulit wortel dan bonggol brokoli sisa kupasan prep menu udang goreng tepung pada station vegetable prep.,PREP_WASTE
susu UHT full cream 1 liter expired date tercantum 12 September 2026 sudah terlampaui di rak saus dan kondimen.,EXPIRED
Waste log: daging steak sirloin terlalu lama direbus tekstur hancur lebur kuah keruh gosong,OVERCOOKED
kulit wortel dan bonggol brokoli hasil trimming kotor persiapan menu steak malam di area pastry preparation.,PREP_WASTE
tomat merah berbau belerang busuk dan mengeluarkan cairan keruh di kulkas walk-in.,SPOILED
daging steak sirloin terlalu lama di wajan penggorengan hingga gosong pahit di grill station.,OVERCOOKED
"Reject daging steak sirloin, hangus berkerak di dasar panci dan timbul bau sangit",OVERCOOKED
daun selada hijau segar terkena cipratan cairan pembersih sabun pel lantai di dekat tempat cuci piring pot wash.,CONTAMINATED
susu UHT full cream 1 liter jatuh tempo tanggal expired pabrik kemarin sore di gudang bahan kering.,EXPIRED
daun selada hijau segar kemasukan serangga lalat yang terbang di area meja plating di dekat tempat cuci piring pot wash.,CONTAMINATED
susu UHT full cream 1 liter lewat masa simpan kadaluarsa 2 hari di kulkas pantry pada kulkas pastry.,EXPIRED
Waste log: dada ayam marinasi terkontaminasi pecahan beling piring kaca yang pecah di dekatnya,CONTAMINATED
lemak berlebih dan urat keras hasil trimming kotor persiapan menu steak malam di meja butchery daging.,PREP_WASTE
daging steak sirloin hangus berkerak di dasar panci dan timbul bau sangit saat proses plating order.,OVERCOOKED
susu UHT full cream 1 liter sudah melewati masa kedaluwarsa dan kemasan agak menggelembung di lemari stok bumbu.,EXPIRED
nasi putih dan aneka lauk pauk stok porsi matang berlebih karena prediksi tamu meleset di holding cabinet pemanas.,SURPLUS
daging steak sirloin gosong di luar tetapi bagian dalam masih belum matang di hot line station.,OVERCOOKED
kulit wortel dan bonggol brokoli hasil pembersihan kulit dan akar sayuran di meja butchery daging.,PREP_WASTE
nasi putih dan aneka lauk pauk sisa prasmanan buffet dinner hotel tidak habis dikonsumsi tamu di chiller holding akhir shift.,SURPLUS
Kondisi daun selada romaine: insang pucat kehitaman mata cekung merah dan bau busuk,SPOILED
sup buntut kuah rempah 15 porsi sisa menu promo lunch siang yang berlebih dan tidak terjual di buffet counter restaurant.,SURPLUS
"kulit bawang putih dan bonggol akar bagian keras yang tidak dipakai pada resep utama, buang segera",PREP_WASTE
lemak berlebih dan urat keras hasil trimming kotor persiapan menu steak malam pada talenan preparation.,PREP_WASTE
sup buntut kuah rempah 15 porsi kelebihan porsi pesanan katering luar yang sudah selesai pada dispenser buffet sarapan.,SURPLUS
daun selada hijau segar bersentuhan langsung dengan pisau dan talenan kotor belum dicuci di pick-up table waiter.,CONTAMINATED
lemak berlebih dan urat keras bagian tidak dapat dikonsumsi dibuang saat prep siang di meja butchery daging.,PREP_WASTE
lemak berlebih dan urat keras sisa kupasan persiapan bumbu dasar dapur utama saat mise en place pagi.,PREP_WASTE
tomat merah sudah berjamur putih dan kulit lembek berair saat dicek quality control pagi.,SPOILED
nasi putih dan aneka lauk pauk sisa penutupan operasional restoran malam tidak boleh disimpan di display showcase pastry.,SURPLUS
Kondisi cumi-cumi segar: tekstur lembek berlendir dan timbul bintik hitam jamur,SPOILED
keju parmesan bubuk jar sudah lewat tanggal kadaluarsa 3 hari yang lalu,EXPIRED
daging steak sirloin kelewat matang lembek hancur menjadi bubur pada panci stock pot.,OVERCOOKED
susu UHT full cream 1 liter tanggal kedaluwarsa habis seminggu lalu belum terpakai di rak saus dan kondimen.,EXPIRED
saus tomat kemasan botol lewat masa simpan kadaluarsa 2 hari di kulkas pantry di gudang bahan kering.,EXPIRED
saus bechamel keju hangus berkerak di dasar panci dan timbul bau sangit di area deep fryer.,OVERCOOKED
"Reject tulang dan kepala ikan kakap, sisa proses fillet untuk menu ikan bakar banquet",PREP_WASTE
potongan buah melon salad jatuh ke lantai dapur yang kotor dan berminyak,CONTAMINATED
lemak berlebih dan urat keras sisa pembersihan dan pemotongan persiapan sup pagi pada station vegetable prep.,PREP_WASTE
saus bechamel keju gosong hitam legam karena api grill terlalu besar pada panci stock pot.,OVERCOOKED
Waste log: tahu goreng krispi terlalu lama di wajan penggorengan hingga gosong pahit,OVERCOOKED
Waste log: nasi timbel matang tersentuh tangan staff tanpa sarung tangan yang sedang flu batuk,CONTAMINATED
saus bechamel keju terlalu lama digoreng di deep fryer sampai kering mengeras pahit pada oven baking.,OVERCOOKED
sup buntut kuah rempah 15 porsi kelebihan porsi pesanan katering luar yang sudah selesai pada meja katering ballroom.,SURPLUS
saus bechamel keju hangus berkerak di dasar panci dan timbul bau sangit di hot line station.,OVERCOOKED
Waste log: lemak berlebih dan urat keras sisa kupas 15 kg kentang untuk mashed potato,PREP_WASTE
daging steak sirloin hangus hitam berasap pekat dan bau gosong tajam pada oven baking.,OVERCOOKED
sup buntut kuah rempah 15 porsi overproduksi sisa persiapan siang yang tidak habis malam ini di buffet counter restaurant.,SURPLUS
saus bechamel keju gosong terbakar dan berkerak pahit saat jam sibuk dinner pada kompor saute.,OVERCOOKED
daun selada hijau segar bersentuhan langsung dengan pisau dan talenan kotor belum dicuci di meja saji banquet.,CONTAMINATED
potongan daging wagyu MB7 kemasukan tetesan air kotor bocoran dari plafon exhaust dapur pada rak chiller bawah.,CONTAMINATED
Waste log: sayur bayam layu menghitam membusuk dan berlendir di dalam chiller,SPOILED
susu UHT full cream 1 liter sudah melewati masa kedaluwarsa dan kemasan agak menggelembung di rak inventory pantry.,EXPIRED
nasi putih dan aneka lauk pauk kelebihan kuota masak harian dan tidak dapat dibekukan kembali pada dispenser buffet sarapan.,SURPLUS
"Reject kentang wedges panggang, kelebihan kuota masak harian dan tidak dapat dibekukan kembali",SURPLUS
susu UHT full cream 1 liter lewat masa simpan kadaluarsa 2 hari di kulkas pantry di gudang bahan kering.,EXPIRED
sup buntut kuah rempah 15 porsi sisa penutupan operasional restoran malam tidak boleh disimpan pada dispenser buffet sarapan.,SURPLUS
tomat merah bagian dalam busuk kehitaman berserat berlendir di cold storage dapur.,SPOILED
tomat merah berlendir tebal bau tengik busuk menusuk hidung di rak seafood.,SPOILED
saus tomat kemasan botol sudah lewat tanggal kadaluarsa 3 hari yang lalu di gudang bahan kering.,EXPIRED
kulit wortel dan bonggol brokoli sisa trimming fillet dada ayam untuk sate pada talenan preparation.,PREP_WASTE
kulit wortel dan bonggol brokoli sisa kupasan prep menu udang goreng tepung di fish station.,PREP_WASTE
daging steak sirloin terlalu lama di wajan penggorengan hingga gosong pahit pada oven baking.,OVERCOOKED
"biji dan serat labu kuning sisa kupas 15 kg kentang untuk mashed potato, buang segera",PREP_WASTE
tomat merah insang pucat kehitaman mata cekung merah dan bau busuk di kontainer prep.,SPOILED
kulit wortel dan bonggol brokoli hasil pembersihan kulit dan akar sayuran pada station vegetable prep.,PREP_WASTE
tomat merah hancur lembek mencair dan berbau busuk tidak layak konsumsi di kontainer prep.,SPOILED
daging steak sirloin terbakar kering dan terasa pahit tidak bisa disajikan ke tamu di area deep fryer.,OVERCOOKED
lemak berlebih dan urat keras sisa kupasan persiapan bumbu dasar dapur utama pada station vegetable prep.,PREP_WASTE
daging steak sirloin bantat dan tepi loyang hangus terbakar di oven bersuhu tinggi saat proses plating order.,OVERCOOKED
saus tomat kemasan botol expired date tercantum 12 September 2026 sudah terlampaui di gudang bahan kering.,EXPIRED
kulit wortel dan bonggol brokoli sisa kupas 15 kg kentang untuk mashed potato di meja butcher station.,PREP_WASTE
daging steak sirloin gosong hitam legam karena api grill terlalu besar pada panci stock pot.,OVERCOOKED
Waste log: sponge cake vanila gosong terbakar dan berkerak pahit saat jam sibuk dinner,OVERCOOKED
daging steak sirloin hangus berkerak di dasar panci dan timbul bau sangit pada oven baking.,OVERCOOKED
"Reject potongan roti burger bun, kemasukan serangga lalat yang terbang di area meja plating",CONTAMINATED
nasi putih dan aneka lauk pauk sisa sajian meeting room korporat yang selesai lebih awal di chiller holding akhir shift.,SURPLUS
tomat merah sudah berjamur putih dan kulit lembek berair di chiller 1.,SPOILED
kulit wortel dan bonggol brokoli sisa pemecahan telur pembuatan adonan kue bakery saat mise en place pagi.,PREP_WASTE
kulit wortel dan bonggol brokoli sisa pembersihan dan pemotongan persiapan sup pagi di meja butcher station.,PREP_WASTE
kulit wortel dan bonggol brokoli sisa kupasan persiapan bumbu dasar dapur utama saat mise en place pagi.,PREP_WASTE
saus tomat kemasan botol melewati batas tanggal best before pada label kemasan pada chiller dairy.,EXPIRED
Waste log: roti croissant dan pastry display kelebihan kuota masak harian dan tidak dapat dibekukan kembali,SURPLUS
"pudding cokelat dessert 20 cup sisa penutupan operasional restoran malam tidak boleh disimpan, buang segera",SURPLUS
daging steak sirloin hangus berkerak di dasar panci dan timbul bau sangit di wajan stir-fry wok.,OVERCOOKED
Kondisi es batu kristal minuman: bersentuhan langsung dengan pisau dan talenan kotor belum dicuci,CONTAMINATED
sup buntut kuah rempah 15 porsi kelebihan porsi pesanan katering luar yang sudah selesai di chiller holding akhir shift.,SURPLUS
daging steak sirloin gosong terbakar api wajan karena ditinggal memasak pada oven baking.,OVERCOOKED
Waste log: tempe bungkus timbul lendir lengket dan aroma bangkai busuk,SPOILED
kulit wortel dan bonggol brokoli hasil pembersihan kulit dan akar sayuran di area pastry preparation.,PREP_WASTE
tomat merah rasa asam tajam tidak wajar dan tekstur hancur berlendir di laci pendingin.,SPOILED
Kondisi sup iga sapi: gosong terbakar api wajan karena ditinggal memasak,OVERCOOKED
Waste log: pasta marinara saus tomat sisa minuman sarapan pagi yang melebihi batas waktu saji,SURPLUS
daging steak sirloin terbakar kering dan terasa pahit tidak bisa disajikan ke tamu di grill station.,OVERCOOKED
sup buntut kuah rempah 15 porsi sisa penutupan operasional restoran malam tidak boleh disimpan di area room service.,SURPLUS
tomat merah warna menggelap kecokelatan berlendir dan berbau busuk di chiller 1.,SPOILED
sup buntut kuah rempah 15 porsi sisa menu promo lunch siang yang berlebih dan tidak terjual di holding cabinet pemanas.,SURPLUS
susu UHT full cream 1 liter sudah lewat tanggal kadaluarsa 3 hari yang lalu pada chiller dairy.,EXPIRED
kulit wortel dan bonggol brokoli sisa pembersihan dan pemotongan persiapan sup pagi di meja butchery daging.,PREP_WASTE
"kulit kentang kupasan sisa kupasan prep menu udang goreng tepung, buang segera",PREP_WASTE
susu UHT full cream 1 liter melewati masa kadaluwarsa resmi dari distributor supplier pada kulkas pastry.,EXPIRED
nasi putih dan aneka lauk pauk sisa prasmanan buffet dinner hotel tidak habis dikonsumsi tamu pada meja katering ballroom.,SURPLUS
sup buntut kuah rempah 15 porsi sisa display etalase kafe malam hari yang tidak laku terjual di holding cabinet pemanas.,SURPLUS
tomat merah ditumbuhi kapang jamur abu-abu halus beracun di cold storage dapur.,SPOILED
susu UHT full cream 1 liter tanggal kadaluarsa sudah habis saat pemeriksaan stok bulanan di rak inventory pantry.,EXPIRED
tomat merah hancur lembek mencair dan berbau busuk tidak layak konsumsi di kulkas walk-in.,SPOILED
saus tomat kemasan botol sudah lewat tanggal kadaluarsa 3 hari yang lalu di rak inventory pantry.,EXPIRED
daging steak sirloin gosong hitam legam karena api grill terlalu besar di grill station.,OVERCOOKED
saus tomat kemasan botol lewat masa simpan kadaluarsa 2 hari di kulkas pantry di lemari stok bumbu.,EXPIRED
tomat merah berlendir tebal bau tengik busuk menusuk hidung pada wadah penyimpanan.,SPOILED
daging steak sirloin gosong hitam legam karena api grill terlalu besar pada kompor saute.,OVERCOOKED
saus bechamel keju gosong terbakar dan berkerak pahit saat jam sibuk dinner di hot line station.,OVERCOOKED
potongan daging wagyu MB7 terkena cipratan cairan pembersih sabun pel lantai di dekat tempat cuci piring pot wash.,CONTAMINATED
tomat merah hancur lembek mencair dan berbau busuk tidak layak konsumsi di laci pendingin.,SPOILED
"sosis sapi bratwurst pack stempel expired date menunjukkan tanggal minggu lalu, buang segera",EXPIRED
potongan daging wagyu MB7 kemasukan tetesan air kotor bocoran dari plafon exhaust dapur pada area penyimpanan kering.,CONTAMINATED
jamur tiram rasa asam tajam tidak wajar dan tekstur hancur berlendir,SPOILED
tomat merah busuk basah dan mengeluarkan cairan lendir bau menyengat di rak seafood.,SPOILED
nasi putih dan aneka lauk pauk sisa menu promo lunch siang yang berlebih dan tidak terjual pada dispenser buffet sarapan.,SURPLUS
susu UHT full cream 1 liter expired date tercantum 12 September 2026 sudah terlampaui pada kulkas pastry.,EXPIRED
saus bechamel keju terlalu lama digoreng di deep fryer sampai kering mengeras pahit pada panci stock pot.,OVERCOOKED
potongan daging wagyu MB7 terkena cipratan cairan pembersih sabun pel lantai di lantai kitchen line.,CONTAMINATED
kulit wortel dan bonggol brokoli bagian keras yang tidak dipakai pada resep utama pada station vegetable prep.,PREP_WASTE
daging steak sirloin terbakar kering dan terasa pahit tidak bisa disajikan ke tamu di hot line station.,OVERCOOKED
"Reject ikan kembung, sudah berjamur putih dan kulit lembek berair",SPOILED
saus bechamel keju hangus berkerak di dasar panci dan timbul bau sangit pada panci stock pot.,OVERCOOKED
tomat merah berlendir tebal bau tengik busuk menusuk hidung di chiller 1.,SPOILED
Waste log: alpukat mentega layu menghitam membusuk dan berlendir di dalam chiller,SPOILED
tomat merah sudah berjamur putih dan kulit lembek berair di ruang penyimpanan basah.,SPOILED
potongan daging wagyu MB7 terkena cipratan cairan pembersih sabun pel lantai pada area penyimpanan kering.,CONTAMINATED
daging steak sirloin gosong terbakar dan berkerak pahit saat jam sibuk dinner saat proses plating order.,OVERCOOKED
nasi putih dan aneka lauk pauk overproduksi sisa persiapan siang yang tidak habis malam ini pada meja banquet hall.,SURPLUS
lemak berlebih dan urat keras sisa proses fillet untuk menu ikan bakar banquet di meja butchery daging.,PREP_WASTE
daging steak sirloin terlalu lama direbus tekstur hancur lebur kuah keruh gosong di area deep fryer.,OVERCOOKED
tomat merah bagian dalam busuk kehitaman berserat berlendir di kontainer prep.,SPOILED
nasi putih dan aneka lauk pauk sisa minuman sarapan pagi yang melebihi batas waktu saji di chiller holding akhir shift.,SURPLUS
kulit apel kupasan sisa trimming fillet dada ayam untuk sate,PREP_WASTE
susu UHT full cream 1 liter jatuh tempo tanggal expired pabrik kemarin sore pada kulkas pastry.,EXPIRED
tomat merah berlendir tebal bau tengik busuk menusuk hidung di laci pendingin.,SPOILED
nasi putih dan aneka lauk pauk sisa penutupan operasional restoran malam tidak boleh disimpan di area room service.,SURPLUS
susu UHT full cream 1 liter jatuh tempo tanggal expired pabrik kemarin sore di rak dry store.,EXPIRED
susu UHT full cream 1 liter tanggal kedaluwarsa habis seminggu lalu belum terpakai pada kulkas pastry.,EXPIRED
susu UHT full cream 1 liter lewat masa simpan kadaluarsa 2 hari di kulkas pantry di rak saus dan kondimen.,EXPIRED
potongan daging wagyu MB7 bersentuhan langsung dengan pisau dan talenan kotor belum dicuci pada rak chiller bawah.,CONTAMINATED
tomat merah hancur lembek mencair dan berbau busuk tidak layak konsumsi pada rak sayur bawah.,SPOILED
Waste log: nasi putih dan aneka lauk pauk overproduksi sisa persiapan siang yang tidak habis malam ini,SURPLUS
daging steak sirloin terlalu lama direbus tekstur hancur lebur kuah keruh gosong pada oven baking.,OVERCOOKED
nasi putih dan aneka lauk pauk sisa penutupan operasional restoran malam tidak boleh disimpan di buffet counter restaurant.,SURPLUS
susu UHT full cream 1 liter sudah lewat tanggal kadaluarsa 3 hari yang lalu di gudang bahan kering.,EXPIRED
tomat merah insang pucat kehitaman mata cekung merah dan bau busuk di kulkas walk-in.,SPOILED
tomat merah timbul lendir lengket dan aroma bangkai busuk di rak seafood.,SPOILED
nasi putih dan aneka lauk pauk kelebihan kuota masak harian dan tidak dapat dibekukan kembali di display showcase pastry.,SURPLUS
"lemak brisket sisa pemotongan daging bagian keras yang tidak dipakai pada resep utama, buang segera",PREP_WASTE
potongan daging wagyu MB7 tertetes cairan darah ayam mentah dari rak chiller bagian atas pada area penyimpanan kering.,CONTAMINATED
lemak berlebih dan urat keras sisa kupasan persiapan bumbu dasar dapur utama di meja butchery daging.,PREP_WASTE
lemak berlebih dan urat keras sisa pembersihan dan pemotongan persiapan sup pagi pada bak pembuangan prep station.,PREP_WASTE
tomat merah busuk basah dan mengeluarkan cairan lendir bau menyengat pada wadah penyimpanan.,SPOILED
"Reject kulit nanas dan bagian hati yang keras, sisa kupas 15 kg kentang untuk mashed potato",PREP_WASTE
daging steak sirloin gosong di luar tetapi bagian dalam masih belum matang pada oven baking.,OVERCOOKED
Waste log: roti croissant dan pastry display overproduksi sisa persiapan siang yang tidak habis malam ini,SURPLUS
potongan daging wagyu MB7 tertetes cairan darah ayam mentah dari rak chiller bagian atas di area plating pass.,CONTAMINATED
kulit wortel dan bonggol brokoli sisa pembersihan dan pemotongan persiapan sup pagi saat mise en place pagi.,PREP_WASTE
potongan daging wagyu MB7 kemasukan serangga lalat yang terbang di area meja plating di area plating pass.,CONTAMINATED
